Year,CountyName,Beef Cattle,Hogs,Milk Cattle,Other Cattle,CAP,CGH,CGY,SH,SAP,SY,State,CN_lb/ac,CN,MN,GN,FN,NS
2009,Appanoose,14488.822857142859,1782.218947368421,329.93714285714293,10546.786666666667,34500.0,33600.0,153.0,40600.0,41000.0,43.0,IA,28.32993349253413,31.8,39.6,152.6,72.8,-8.4
2010,Appanoose,13463.120000000003,1732.3873684210525,321.56000000000006,10210.813333333332,33000.0,31500.0,75.2,37700.0,38600.0,42.6,IA,17.112505048154347,19.2,39.3,125.2,71.1,4.4
2011,Appanoose,12738.737142857146,1660.9284210526314,309.98285714285714,10074.52,35700.0,33100.0,120.1,44900.0,45500.0,43.1,IA,75.66918699569013,84.8,33.3,144.5,75.4,49.0
2012,Appanoose,12355.0,1567.8421052631575,295.0,10150.0,36500.0,29800.0,44.5,49600.0,50100.0,24.6,IA,88.73176849032023,99.5,30.6,78.5,20.0,71.6
2013,Appanoose,12311.908571428572,1453.1284210526312,276.6114285714286,10437.253333333334,33800.0,31100.0,109.1,45200.0,45400.0,29.5,IA,85.61132979967508,96.0,33.6,108.2,35.0,56.4
2014,Appanoose,12609.462857142858,1316.7873684210526,254.8171428571429,10936.28,34100.0,32600.0,170.9,45200.0,45400.0,46.7,IA,100.2691967659686,112.4,34.5,169.8,87.9,65.0
2015,Appanoose,13247.662857142856,1158.8189473684208,229.61714285714285,11647.079999999998,35000.0,33400.0,154.3,35100.0,35400.0,48.2,IA,30.169734564172217,33.8,40.9,162.0,81.5,-5.8
2016,Appanoose,14226.508571428572,979.2231578947369,201.01142857142858,12569.653333333334,31100.0,30600.0,186.3,45400.0,45600.0,55.9,IA,31.161238357245203,34.9,40.2,199.3,121.1,-3.1
2017,Appanoose,15546.0,778.0,169.0,13704.0,29800.0,28000.0,170.0,46000.0,46200.0,50.7,IA,31.42466163204377,35.2,44.1,183.3,106.8,2.8
2018,Appanoose,17206.137142857144,555.1494736842108,133.58285714285716,15050.120000000003,30050.0,28650.0,168.4,46000.0,46200.0,50.7,IA,29.74813717388245,33.3,48.3,182.3,106.4,5.7
2019,Appanoose,19206.920000000002,310.67157894736863,94.75999999999996,16608.013333333336,30300.0,29300.0,166.8,46000.0,46200.0,50.7,IA,29.932497110711523,33.6,53.3,181.4,106.1,11.6
1997,Clarke,20951.0,67350.0,366.0,18303.166666666675,28100.0,26300.0,113.8,30000.0,30600.0,42.3,IA,33.8906442840378,38.0,104.6,136.4,67.9,74.1
1998,Clarke,20051.4,62564.62,330.4,18404.559999999998,28700.0,26700.0,99.6,28100.0,28200.0,38.9,IA,33.24241150199593,37.3,103.8,121.8,55.4,74.7
1999,Clarke,19191.199999999997,58634.17999999999,297.4,18386.039999999997,28000.0,26300.0,118.2,33800.0,34000.0,37.9,IA,35.66357205130837,40.0,91.7,130.1,58.4,60.0
2000,Clarke,18370.399999999998,55558.68,267.0,18247.606666666667,30000.0,28500.0,127.8,33900.0,34000.0,38.5,IA,32.9165079562695,36.9,85.7,133.3,58.3,47.6
2001,Clarke,17589.0,53338.119999999995,239.20000000000002,17989.260000000002,22000.0,20800.0,123.7,29500.0,30000.0,37.7,IA,34.26439710096879,38.4,101.8,133.1,60.8,67.9
2002,Clarke,16846.999999999996,51972.5,213.99999999999997,17611.0,29000.0,27000.0,131.5,32900.0,33000.0,38.0,IA,28.104326954135647,31.5,82.7,133.7,56.9,37.4
2003,Clarke,16144.399999999998,51461.82,191.39999999999998,17112.826666666668,29500.0,27500.0,114.2,32800.0,33000.0,26.1,IA,29.28136408793462,32.8,79.5,99.7,22.5,35.1
2004,Clarke,15481.199999999999,51806.08,171.4,16494.739999999998,33000.0,31000.0,157.1,31700.0,32000.0,45.2,IA,34.57586024643539,38.8,74.3,155.9,71.8,29.0
2005,Clarke,14857.399999999998,53005.280000000006,154.0,15756.740000000002,34000.0,32000.0,146.3,34300.0,34500.0,47.0,IA,34.018855565554134,38.1,68.7,157.0,78.4,28.2
2006,Clarke,14272.999999999996,55059.42,139.2,14898.826666666666,33500.0,31800.0,147.0,33800.0,34000.0,43.0,IA,34.27229845369017,38.4,68.2,148.1,67.5,26.0
2007,Clarke,13728.0,57968.5,127.0,13921.0,41000.0,39600.0,151.3,28000.0,28100.0,46.1,IA,26.978039360665655,30.2,65.3,147.8,61.3,9.0
2008,Clarke,13222.399999999998,61732.520000000004,117.39999999999998,12823.26,33500.0,32000.0,109.0,38800.0,39300.0,26.5,IA,36.045630727495464,40.4,60.9,99.0,24.2,26.5
2009,Clarke,12756.2,66351.48000000001,110.4,11605.606666666667,36500.0,33900.0,138.9,33200.0,33500.0,38.0,IA,31.88026744049865,35.7,62.5,132.9,51.2,16.5
2010,Clarke,12357.720000000001,71825.38,105.44,10360.993333333332,35500.0,33500.0,84.5,37000.0,37500.0,41.4,IA,19.33986091304135,21.7,59.5,123.3,64.4,22.3
2011,Clarke,12196.880000000001,78154.22,99.16000000000001,9647.14,41000.0,39400.0,107.7,39200.0,39700.0,41.1,IA,91.33014359412255,102.4,54.7,128.2,60.9,89.8
2012,Clarke,12302.0,85338.0,91.0,9557.0,40700.0,36300.0,76.7,42600.0,42900.0,39.2,IA,103.31480288815189,115.8,55.0,117.2,58.2,111.8
2013,Clarke,12673.08,93376.72,80.96,10090.573333333334,36900.0,33600.0,126.5,35700.0,35800.0,36.5,IA,102.9711542501078,115.4,67.2,126.4,48.7,104.9
2014,Clarke,13310.120000000003,102270.38,69.04000000000002,11247.86,36600.0,32200.0,162.2,42600.0,42800.0,43.5,IA,112.45959120911438,126.1,66.6,158.3,73.7,108.1
2015,Clarke,14213.119999999999,112018.97999999998,55.239999999999995,13028.859999999997,39000.0,37600.0,152.4,31300.0,31500.0,41.3,IA,44.521920996826964,49.9,82.3,142.4,55.8,45.6
2016,Clarke,15382.080000000002,122622.51999999999,39.56,15433.573333333334,34800.0,33500.0,163.9,41000.0,41100.0,49.9,IA,46.04511872824136,51.6,84.6,172.8,92.8,56.2
2017,Clarke,16817.0,134081.0,22.0,18462.0,33850.0,31650.0,162.85000000000002,39750.0,39950.0,48.9,IA,46.49207268752061,52.1,97.0,170.6,89.8,68.3
2018,Clarke,18517.879999999997,146394.41999999998,2.5599999999999987,22114.14,32900.0,29800.0,161.8,38500.0,38800.0,47.9,IA,44.0273451000065,49.4,111.6,168.5,86.8,79.3
2019,Clarke,20484.72,159562.78000000003,0.0,26389.993333333332,,,,,,,IA,44.29268402248234,49.7,,,,
1997,Decatur,24062.0,39155.0,235.0,10331.000000000015,26900.0,25500.0,117.1,31600.0,32800.0,44.7,IA,28.25057175718708,31.7,86.4,145.2,78.7,51.6
1998,Decatur,25157.746666666673,40242.525714285715,333.0133333333334,13702.80000000001,25300.0,22700.0,98.8,34500.0,34700.0,39.7,IA,27.529889795515274,30.9,94.1,132.1,67.2,60.1
1999,Decatur,25784.619999999995,40505.188571428575,411.32,16701.399999999998,27000.0,24000.0,113.4,36800.0,37000.0,34.5,IA,29.468949653484202,33.0,93.9,123.0,50.9,54.8
2000,Decatur,25942.620000000003,39942.98857142857,469.92000000000013,19326.800000000007,27000.0,24700.0,148.4,38800.0,39000.0,40.2,IA,27.63314758112401,31.0,94.8,148.5,70.2,47.5
2001,Decatur,25631.74666666667,38555.92571428571,508.81333333333345,21579.000000000004,26000.0,24100.0,116.6,31300.0,32000.0,37.3,IA,29.10569629551452,32.6,110.1,128.3,56.9,71.3
2002,Decatur,24852.0,36344.0,528.0,23458.0,28500.0,26500.0,132.1,35900.0,36000.0,40.6,IA,23.76563348887879,26.6,99.2,142.1,67.5,51.2
2003,Decatur,23603.380000000005,33307.211428571434,527.48,24963.8,31000.0,28500.0,128.8,34800.0,35000.0,26.2,IA,25.389192798991264,28.5,95.2,104.9,22.9,41.7
2004,Decatur,21885.886666666665,29445.56,507.25333333333333,26096.399999999998,33000.0,31000.0,175.5,33700.0,34000.0,49.8,IA,29.179590819794456,32.7,90.4,173.9,86.7,35.9
2005,Decatur,19819.753333333334,25183.668571428574,469.9066666666667,26855.800000000003,35000.0,33000.0,163.9,33300.0,33500.0,52.0,IA,29.74267978432738,33.3,83.6,172.8,89.3,33.4
2006,Decatur,18126.38,23069.274285714288,430.96000000000004,27241.999999999996,29000.0,28800.0,157.5,35300.0,35500.0,45.7,IA,26.394435599998193,29.6,84.9,160.7,81.8,35.6
2007,Decatur,16926.0,23527.0,393.0,27255.0,36500.0,36000.0,155.5,29400.0,29500.0,48.5,IA,20.903079489131034,23.4,80.6,157.2,73.2,20.0
2008,Decatur,16218.613333333335,26556.84571428572,356.0266666666667,26894.8,30000.0,28500.0,112.0,38300.0,39400.0,31.5,IA,28.524510825121844,32.0,75.8,113.1,40.8,35.5
2009,Decatur,16004.220000000001,32158.811428571433,320.04,26161.399999999998,35000.0,33900.0,144.4,33600.0,34000.0,45.0,IA,24.516666365258487,27.5,76.7,150.1,71.4,25.5
2010,Decatur,16282.82,39961.200000000004,285.03999999999996,25152.72,30000.0,28000.0,94.3,39300.0,39900.0,42.9,IA,14.501616336681225,16.3,77.7,136.9,76.2,33.3
2011,Decatur,17054.413333333334,47733.82857142858,251.0266666666667,24456.28,37300.0,36000.0,126.1,42000.0,42300.0,43.7,IA,95.1535732128002,106.7,71.0,144.4,73.2,106.5
2012,Decatur,18319.0,55105.0,218.0,24170.0,34800.0,31400.0,61.2,44900.0,45100.0,33.8,IA,113.19724462061752,126.9,74.8,104.3,47.6,145.0
2013,Decatur,20076.58,62074.71428571429,185.96000000000004,24293.88,39000.0,36200.0,131.2,38100.0,38300.0,31.6,IA,110.75267631624952,124.2,82.6,117.1,35.8,125.5
2014,Decatur,22327.153333333332,68642.97142857143,154.9066666666667,24827.920000000006,31700.0,29400.0,164.0,46600.0,47300.0,40.2,IA,130.7676971341357,146.6,87.2,153.1,71.2,151.9
2015,Decatur,25070.719999999998,74809.77142857143,124.83999999999992,25772.119999999995,37000.0,35300.0,162.7,33500.0,33700.0,46.4,IA,31.157826046884797,34.9,105.9,159.1,72.6,54.3
2016,Decatur,28307.28,80575.11428571428,95.76000000000005,27126.480000000003,37000.0,35400.0,181.1,41500.0,41600.0,57.2,IA,32.18296168762961,36.1,104.1,194.6,111.5,57.1
2017,Decatur,32036.833333333336,85939.0,67.66666666666674,28891.0,35600.0,34150.0,176.8,42650.0,43050.0,52.6,IA,32.468779081179775,36.4,114.0,184.0,101.7,68.1
2018,Decatur,36259.37999999999,90901.42857142858,40.55999999999983,31065.68,34200.0,32900.0,172.5,43800.0,44500.0,48.0,IA,30.779057879506805,34.5,125.1,172.8,91.0,77.8
2019,Decatur,40974.92,95462.4,14.43999999999994,33650.520000000004,,,,,,,IA,30.980637167706902,34.7,,,,
1997,Lucas,21525.0,18650.0,264.0,16530.500000000007,24900.0,24100.0,128.4,26800.0,27000.0,44.8,IA,31.382677014444916,35.2,93.7,146.6,74.8,57.1
1998,Lucas,20866.72685714286,16199.001142857143,211.89600000000002,17014.440000000002,24600.0,23600.0,102.6,23100.0,23300.0,45.4,IA,31.50267915658548,35.3,99.1,135.1,71.5,70.8
1999,Lucas,20316.290285714284,14144.301714285713,167.944,17412.55999999999,22000.0,20800.0,128.0,25600.0,26000.0,37.6,IA,33.816574314950216,37.9,96.8,131.8,56.8,59.7
2000,Lucas,19873.69028571429,12485.901714285716,132.144,17724.860000000004,24000.0,22900.0,130.4,24900.0,25000.0,38.7,IA,31.09559997706346,34.9,93.2,133.0,56.5,51.6
2001,Lucas,19538.926857142855,11223.801142857143,104.496,17951.34,17000.0,16100.0,118.4,20800.0,21000.0,35.0,IA,32.30279434230965,36.2,118.6,123.2,50.1,81.7
2002,Lucas,19312.0,10358.0,85.0,18092.0,24000.0,22000.0,140.9,22900.0,23000.0,39.9,IA,27.270341671688456,30.6,95.0,138.7,57.4,44.3
2003,Lucas,19192.909714285714,9888.498285714286,73.656,18146.84,25500.0,23000.0,119.1,24800.0,25000.0,28.9,IA,29.08327758480126,32.6,87.9,107.0,28.6,42.1
2004,Lucas,19181.656000000003,9815.296,70.464,18115.86,26500.0,25000.0,154.8,25800.0,26000.0,47.9,IA,32.669152787033944,36.6,84.4,161.1,79.5,39.4
2005,Lucas,19240.44228571429,10232.173714285715,73.83200000000001,17999.06,26000.0,25000.0,154.8,26300.0,26500.0,48.3,IA,32.553553158128764,36.5,84.6,162.5,82.1,40.7
2006,Lucas,19142.489142857143,11701.81485714286,74.20800000000001,17796.44,24500.0,23900.0,137.8,27100.0,27500.0,41.9,IA,30.610962689762385,34.3,85.5,143.7,67.7,43.8
2007,Lucas,18850.0,14318.0,70.0,17508.0,30000.0,29200.0,141.9,22300.0,22400.0,44.4,IA,23.772435532489293,26.6,84.8,142.3,60.5,29.6
2008,Lucas,18362.974857142857,18080.729142857148,61.20800000000002,17133.74,25500.0,24500.0,114.0,32400.0,32900.0,28.5,IA,32.2589674953004,36.2,75.9,106.2,31.3,37.2
2009,Lucas,17681.413714285714,22990.00228571429,47.831999999999994,16673.66,32000.0,30900.0,137.2,28200.0,28500.0,38.5,IA,27.02545511386764,30.3,73.0,132.2,51.7,22.8
2010,Lucas,16861.976,28783.416000000005,30.944,16148.42,28500.0,26000.0,71.2,30000.0,30500.0,41.8,IA,18.131775938289266,20.3,74.6,120.9,65.9,39.9
2011,Lucas,16244.618285714285,33886.54971428572,16.975999999999992,15681.980000000001,33300.0,31700.0,114.9,33400.0,33700.0,43.1,IA,83.43643803663657,93.5,65.6,136.6,67.7,90.2
2012,Lucas,15886.0,38037.0,7.0,15295.0,31700.0,27100.0,85.3,38700.0,38900.0,36.0,IA,76.46893866633026,85.7,62.5,117.2,53.0,84.0
2013,Lucas,15786.121142857142,41234.76685714286,1.0159999999999965,14987.480000000001,31000.0,29000.0,117.9,34000.0,34100.0,33.4,IA,85.9980639605455,96.4,68.4,117.8,43.0,90.0
2014,Lucas,15944.981714285714,43479.85028571429,0.0,14759.420000000002,33000.0,31200.0,153.7,38200.0,38500.0,45.8,IA,104.11847396635673,116.7,63.0,159.7,80.3,100.3
2015,Lucas,16362.581714285712,44772.25028571428,1.0239999999999991,14610.82,34000.0,33000.0,154.8,27000.0,27600.0,49.1,IA,34.100434318394726,38.2,74.4,158.2,74.8,29.2
2016,Lucas,17038.921142857143,45111.96685714286,7.016000000000001,14541.68,31600.0,30000.0,174.6,39600.0,39700.0,54.4,IA,35.31269015392787,39.6,65.6,189.0,108.9,25.1
2017,Lucas,17974.0,44499.0,17.0,14552.0,,,,,,,IA,35.658468150756725,40.0,,,,
2018,Lucas,19167.818285714286,42933.34971428572,30.976000000000003,14641.779999999999,,,,,,,IA,33.67268518159087,37.7,,,,
2019,Lucas,20620.375999999997,40415.016,48.944,14811.02,,,,,,,IA,33.88449895549828,38.0,,,,
1997,Madison,22359.0,39894.0,12.0,26012.5,73200.0,70700.0,125.1,67400.0,68100.0,42.3,IA,42.01146889256907,47.1,44.4,136.3,62.8,18.0
1998,Madison,22003.586285714286,36586.49028571429,2.5360000000000023,24533.96,77800.0,75000.0,145.4,63100.0,63400.0,46.8,IA,41.680412428719656,46.7,42.6,150.5,69.4,8.2
1999,Madison,21682.579428571426,34001.43542857143,0.0,23145.039999999994,63000.0,59600.0,134.5,70600.0,71000.0,42.2,IA,44.60606428293082,50.0,43.2,144.1,68.7,17.8
2000,Madison,21395.97942857143,32138.83542857143,0.0,21845.74,64000.0,60700.0,133.1,67800.0,68000.0,40.8,IA,41.265282955798476,46.3,42.3,139.2,62.9,12.3
2001,Madison,21143.786285714286,30998.690285714285,3.136000000000003,20636.06,61000.0,57900.0,144.5,66600.0,67000.0,41.9,IA,40.65316057729197,45.6,42.4,146.2,67.0,8.8
2002,Madison,20926.0,30581.0,13.0,19516.0,65000.0,62500.0,150.4,62900.0,63000.0,47.5,IA,36.94657255529047,41.4,41.3,158.1,77.9,2.5
2003,Madison,20742.620571428575,30885.764571428568,27.695999999999994,18485.56,65500.0,62500.0,134.7,64600.0,65000.0,27.8,IA,39.58039727053799,44.4,39.7,109.9,25.8,-0.0
2004,Madison,20593.648,31912.984000000004,47.224,17544.739999999998,66500.0,64000.0,175.6,61700.0,62000.0,49.5,IA,44.29487540695693,49.7,39.7,170.8,81.6,0.2
2005,Madison,20446.95542857143,33516.48342857143,69.752,16693.54,68000.0,66000.0,154.9,61700.0,62000.0,49.9,IA,42.22060318831559,47.3,38.9,163.1,81.7,4.8
2006,Madison,20109.78171428572,34819.213714285725,84.28800000000001,15931.960000000003,63000.0,61300.0,158.4,66500.0,67000.0,49.7,IA,43.54827444893973,48.8,38.3,167.6,87.7,7.2
2007,Madison,19550.0,35675.0,89.0,15260.0,74500.0,72600.0,162.6,57800.0,57900.0,54.0,IA,39.156457937680756,43.9,36.7,170.1,84.6,-4.9
2008,Madison,18767.61028571429,36083.842285714294,83.888,14677.66,63500.0,62000.0,165.0,70500.0,71500.0,42.0,IA,48.59150815272069,54.5,34.9,153.4,68.1,4.1
2009,Madison,17762.61257142857,36045.74057142857,68.95199999999998,14184.939999999999,75500.0,74500.0,167.7,67000.0,67500.0,49.5,IA,44.12815431448129,49.5,31.7,166.3,79.8,-5.3
2010,Madison,16597.448,35604.064,46.023999999999994,13778.939999999999,69500.0,68000.0,124.6,72500.0,73200.0,48.6,IA,27.14669138782627,30.4,30.3,152.6,84.3,-7.6
2011,Madison,15646.763428571428,35019.02742857143,26.09599999999999,13442.260000000002,75500.0,73600.0,145.1,69400.0,69900.0,46.5,IA,75.57943630218506,84.7,28.5,152.4,73.5,34.3
2012,Madison,14973.0,34334.0,11.0,13172.0,72900.0,70300.0,101.4,72200.0,72500.0,36.7,IA,83.91854785038875,94.1,27.6,117.1,49.8,54.4
2013,Madison,14576.157714285713,33548.981714285714,0.7359999999999982,12968.16,71300.0,69200.0,140.9,70500.0,70800.0,39.1,IA,81.25908415658134,91.1,27.6,136.6,56.3,38.4
2014,Madison,14456.236571428573,32663.972571428574,0.0,12830.740000000002,70400.0,69000.0,171.4,69600.0,71200.0,46.5,IA,80.96316408849025,90.8,27.4,163.7,76.9,31.4
2015,Madison,14613.23657142857,31678.972571428567,0.0,12759.739999999998,70500.0,68100.0,169.6,71800.0,72200.0,53.9,IA,41.75013109353873,46.8,27.1,180.2,97.6,-8.7
2016,Madison,15047.157714285715,30593.981714285717,0.0,12755.160000000002,75100.0,73800.0,185.5,71000.0,71200.0,57.1,IA,43.81024559775552,49.1,26.6,190.5,102.3,-12.5
2017,Madison,15758.0,29409.0,8.0,12817.0,67900.0,65500.0,173.1,74100.0,74600.0,52.5,IA,44.380217468345556,49.8,27.9,180.1,97.0,-5.4
2018,Madison,16745.76342857143,28124.027428571433,21.896,12945.26,70000.0,68500.0,167.8,67600.0,68700.0,50.9,IA,40.94533610081935,45.9,29.5,171.4,87.5,-8.5
2019,Madison,18010.448,26739.064,40.624,13139.940000000002,67700.0,67000.0,175.7,67700.0,68500.0,52.3,IA,41.31739390027392,46.3,31.2,177.9,92.7,-7.7
1997,Marion,13222.0,80727.0,742.0,28387.666666666675,81000.0,79600.0,131.0,71900.0,72600.0,46.0,IA,46.421137484411396,52.0,41.5,144.9,71.0,19.6
1998,Marion,13178.58857142857,72746.14057142858,732.6331428571428,24692.800000000003,77700.0,73800.0,132.6,66300.0,67300.0,46.1,IA,44.653831039865814,50.1,40.3,145.6,70.0,14.8
1999,Marion,13032.182857142856,65561.91085714285,718.1497142857143,21405.199999999997,74000.0,70700.0,137.6,70600.0,71000.0,44.9,IA,47.09578141570091,52.8,37.0,147.6,70.6,12.8
2000,Marion,12782.782857142856,59174.31085714285,698.5497142857143,18524.86666666667,74000.0,71300.0,139.4,71700.0,72000.0,45.5,IA,43.982415129741035,49.3,33.7,149.7,72.7,6.0
2001,Marion,12430.38857142857,53583.34057142857,673.8331428571428,16051.800000000003,69000.0,66500.0,140.1,71500.0,72000.0,44.7,IA,44.0053586140275,49.3,32.0,149.7,73.1,4.7
2002,Marion,11975.0,48789.0,644.0,13986.0,75500.0,74000.0,162.2,71700.0,72000.0,47.2,IA,39.31824464599291,44.1,28.1,161.0,76.5,-12.3
2003,Marion,11416.617142857143,44791.289142857146,609.0502857142858,12327.466666666667,77000.0,75500.0,147.5,72600.0,73000.0,29.6,IA,40.431127505997814,45.3,25.5,118.1,29.9,-17.4
2004,Marion,10755.24,41590.208,568.9839999999999,11076.199999999999,79000.0,76500.0,170.3,71400.0,72000.0,49.5,IA,46.12132235368093,51.7,23.5,168.1,80.6,-12.3
2005,Marion,10052.862857142858,39101.56685714286,526.9177142857143,10232.2,78000.0,75500.0,159.9,72600.0,73000.0,51.9,IA,45.97454815854629,51.5,21.9,169.9,88.0,-8.5
2006,Marion,9681.451428571432,36820.22742857143,501.55085714285724,9795.466666666667,77500.0,75900.0,156.3,73600.0,74000.0,46.9,IA,46.093539903250836,51.7,20.8,158.2,75.7,-10.0
2007,Marion,9703.0,34662.0,496.0,9766.0,90000.0,88200.0,165.9,63900.0,64000.0,52.1,IA,40.14689315482974,45.0,20.1,165.5,76.1,-24.3
2008,Marion,10117.508571428574,32626.884571428574,510.265142857143,10143.800000000001,84000.0,81000.0,143.0,76600.0,79000.0,45.0,IA,50.85529145039618,57.0,19.3,148.6,70.2,-2.1
2009,Marion,10924.977142857144,30714.881142857143,544.3462857142858,10928.866666666667,84000.0,82800.0,165.2,75900.0,76500.0,52.5,IA,42.66155228825907,47.8,20.4,171.9,88.3,-15.4
2010,Marion,12035.8,28967.808,593.384,12047.773333333334,81500.0,78000.0,112.7,69800.0,72400.0,46.9,IA,33.24889538437128,37.3,22.7,139.4,73.0,-6.4
2011,Marion,12912.342857142856,27636.574857142856,628.2217142857144,13059.960000000001,81000.0,79400.0,152.6,73900.0,74400.0,48.8,IA,48.01796926558018,53.8,23.7,159.8,79.2,-3.1
2012,Marion,13465.0,26763.0,644.0,13892.0,85800.0,81700.0,115.1,73400.0,73700.0,45.6,IA,46.31626027325789,51.9,23.9,137.8,68.4,6.4
2013,Marion,13693.771428571426,26347.083428571423,640.7188571428571,14543.893333333333,77700.0,75800.0,156.4,76300.0,76500.0,45.0,IA,46.896458289275564,52.6,25.2,154.9,71.8,-5.3
2014,Marion,13598.65714285714,26388.825142857142,618.3782857142858,15015.640000000001,82500.0,79000.0,171.6,73300.0,75500.0,47.0,IA,48.25893438110749,54.1,24.7,163.3,74.4,-10.1
2015,Marion,13179.65714285714,26888.22514285714,576.9782857142857,15307.239999999998,78500.0,76800.0,178.1,77500.0,78200.0,56.0,IA,39.35104315790037,44.1,24.8,186.7,101.9,-15.9
2016,Marion,12436.771428571428,27845.28342857143,516.5188571428572,15418.693333333335,82600.0,79500.0,198.0,74800.0,75000.0,56.6,IA,41.55382554916044,46.6,24.1,193.7,98.8,-24.2
2017,Marion,11370.0,29260.0,437.0,15350.0,75100.0,72000.0,185.7,77500.0,77800.0,52.9,IA,42.181800531844296,47.3,24.0,184.3,95.4,-17.6
2018,Marion,9979.342857142858,31132.37485714286,338.4217142857143,15101.16,76300.0,72800.0,190.2,73300.0,74200.0,58.3,IA,38.55730596805612,43.2,23.2,196.1,106.8,-22.9
2019,Marion,8264.800000000005,33462.408,220.78399999999993,14672.173333333332,75400.0,73300.0,170.7,69400.0,70100.0,54.0,IA,38.94957487781843,43.7,22.4,178.0,93.2,-18.7
1997,Monroe,17813.0,43956.0,660.0,36073.000000000015,29100.0,27700.0,127.2,27800.0,28100.0,45.0,IA,30.537711667292047,34.2,118.1,144.0,71.1,79.4
1998,Monroe,18531.5,51072.59789473685,695.5,32237.04,28700.0,26200.0,111.9,29000.0,29200.0,41.1,IA,30.476232022950143,34.2,115.7,132.3,62.4,80.0
1999,Monroe,18531.5,55662.09684210526,695.5,28770.36,25000.0,22900.0,110.8,30100.0,31000.0,35.2,IA,33.39559115785541,37.4,116.2,121.5,50.8,82.9
2000,Monroe,18531.5,57724.496842105276,695.5,25672.960000000006,27000.0,25000.0,135.8,32400.0,32500.0,38.5,IA,29.95395917964704,33.6,105.6,137.3,59.9,61.8
2001,Monroe,18531.5,57259.79789473683,695.5,22944.84,15000.0,13300.0,115.9,21500.0,22000.0,40.0,IA,31.663556646217,35.5,163.1,139.2,70.0,129.4
2002,Monroe,19250.0,54268.0,731.0,20586.0,27000.0,25000.0,158.0,26900.0,27000.0,40.7,IA,25.856016184344437,29.0,108.5,147.2,60.8,51.1
2003,Monroe,18531.5,48749.10315789474,695.5,18596.44,29000.0,26000.0,129.6,26800.0,27000.0,24.0,IA,26.885474627668206,30.1,97.3,99.7,15.1,42.8
2004,Monroe,18531.5,40703.10736842106,695.5,16976.159999999996,29500.0,27500.0,171.3,25900.0,26000.0,48.3,IA,32.72720226013299,36.7,92.1,166.2,76.2,38.8
2005,Monroe,18531.5,30647.231578947376,695.5,15725.16,29000.0,27000.0,154.3,28300.0,28500.0,48.5,IA,32.05729527906938,35.9,82.7,162.6,81.1,37.1
2006,Monroe,18531.5,21684.789473684214,695.5,14843.439999999999,27500.0,25900.0,137.0,27400.0,27500.0,40.6,IA,29.705649596272092,33.3,81.1,139.1,60.5,35.8
2007,Monroe,18531.5,14333.0,695.5,14331.0,33000.0,31600.0,161.3,23000.0,23100.0,49.3,IA,22.430892807064634,25.1,75.5,158.5,69.2,11.3
2008,Monroe,18531.5,8591.863157894732,695.5,14187.84,26500.0,25000.0,136.0,30900.0,31500.0,33.5,IA,30.308461037549105,34.0,70.4,124.8,44.9,24.5
2009,Monroe,18531.5,4461.378947368417,695.5,14413.96,29500.0,28600.0,156.3,30200.0,30500.0,47.0,IA,25.272568558201645,28.3,66.7,160.2,79.1,13.9
2010,Monroe,18531.5,1941.5473684210556,695.5,14953.72,30000.0,26500.0,77.4,30900.0,31700.0,44.8,IA,18.051658577991255,20.2,64.7,130.3,73.8,28.4
2011,Monroe,18531.5,1032.3684210526317,695.5,15473.280000000002,34100.0,32000.0,112.5,33600.0,33800.0,42.4,IA,65.1299495119037,73.0,59.1,134.1,65.1,63.1
2012,Monroe,18531.5,1733.8421052631547,695.5,15917.0,33500.0,29600.0,67.3,35700.0,36000.0,32.9,IA,66.90675318963599,75.0,58.6,100.0,41.1,74.7
2013,Monroe,18531.5,4045.968421052632,695.5,16284.880000000003,30900.0,28600.0,115.3,32700.0,32900.0,29.0,IA,66.63756489031243,74.7,65.2,106.4,30.1,63.6
2014,Monroe,18531.5,7968.747368421051,695.5,16576.920000000002,32300.0,31200.0,175.7,33200.0,33600.0,48.9,IA,83.51305049838442,93.6,64.9,171.5,84.6,71.6
2015,Monroe,18531.5,13502.178947368422,695.5,16793.12,31150.0,29650.0,177.85,33150.0,33400.0,53.099999999999994,IA,30.171093117107045,33.8,68.7,182.8,97.6,17.3
2016,Monroe,18531.5,20646.263157894737,695.5,16933.480000000003,30000.0,28100.0,180.0,33100.0,33200.0,57.3,IA,31.060577208345588,34.8,73.1,194.6,111.0,24.3
2017,Monroe,18531.5,29401.0,695.5,16998.0,30700.0,28400.0,169.9,28900.0,29100.0,51.0,IA,31.30533921357357,35.1,80.9,173.1,86.2,29.1
2018,Monroe,18531.5,39766.38947368422,695.5,16986.68,28000.0,26000.0,167.0,30500.0,30900.0,50.4,IA,29.83596818374865,33.4,86.4,174.0,91.3,37.1
2019,Monroe,18531.5,51742.43157894737,695.5,16899.519999999997,26400.0,25400.0,162.3,25900.0,26200.0,56.1,IA,29.99583029385769,33.6,102.2,181.4,102.0,56.4
1997,Ringgold,21674.0,180713.0,242.0,68613.66666666667,39800.0,38300.0,109.0,49000.0,49500.0,41.4,IA,37.33162694507175,41.8,149.8,135.4,69.5,125.7
1998,Ringgold,23393.649142857143,159744.1622857143,212.73600000000005,57377.23999999999,39400.0,37900.0,112.4,50300.0,50500.0,39.7,IA,37.007609865400525,41.5,134.7,133.2,65.2,108.2
