Year,County,Beef Cattle,Hogs,Milk Cattle,Other Cattle,CAP,CGH,CGY,SH,SAP,SY
2012,Plymouth,15296.0,744433.0,4771.0,69682.0,237500.0,222000.0,110.1,190900.0,191500.0,36.8
2013,Plymouth,15377.080000000002,757950.4182857142,4803.719999999999,68645.21333333335,244500.0,236500.0,188.9,183200.0,184000.0,54.2
2014,Plymouth,15493.119999999995,782699.8274285714,4818.879999999999,70190.62000000001,232000.0,216500.0,187.3,193500.0,195500.0,56.7
2015,Plymouth,15644.120000000003,818681.2274285713,4816.48,74318.22,236500.0,200500.0,203.6,193600.0,194500.0,60.1
2016,Plymouth,15830.080000000002,865894.6182857143,4796.52,81028.01333333335,230500.0,202000.0,209.2,195200.0,196000.0,66.1
2017,Plymouth,16051.0,924340.0,4759.0,90320.0,234000.0,211000.0,193.0,195400.0,196500.0,59.6
2018,Plymouth,16306.87999999999,994017.3725714287,4703.919999999996,102194.18,226500.0,214500.0,213.8,197500.0,201500.0,61.3
2019,Plymouth,16597.719999999994,1074926.736,4631.2800000000025,116650.55333333333,236500.0,231000.0,217.8,197500.0,201500.0,61.3
1997,Pocahontas,1801.0,117654.0,443.0,29423.333333333336,169100.0,167800.0,148.2,169500.0,170800.0,47.0
1998,Pocahontas,1859.4514285714286,124490.89371428573,592.4742857142858,25382.399999999998,168900.0,167500.0,136.3,162900.0,163500.0,46.7
1999,Pocahontas,1913.3771428571426,132460.5405714286,730.4114285714286,21788.999999999996,170000.0,168700.0,157.7,167800.0,168000.0,42.3
2000,Pocahontas,1962.777142857143,141562.9405714286,856.8114285714287,18643.133333333335,175000.0,173400.0,155.6,161700.0,162000.0,43.1
2001,Pocahontas,2007.6514285714288,151798.09371428573,971.6742857142857,15944.8,169000.0,166900.0,135.3,167000.0,168000.0,42.5
2002,Pocahontas,2048.0,163166.0,1075.0,13694.0,171000.0,169500.0,167.6,156500.0,157000.0,48.9
2003,Pocahontas,2083.822857142857,175666.65942857144,1166.7885714285717,11890.733333333334,171000.0,169500.0,168.1,158900.0,160000.0,34.0
2004,Pocahontas,2115.12,189300.072,1247.04,10534.999999999998,175500.0,174000.0,195.5,154400.0,155000.0,45.9
2005,Pocahontas,2138.7771428571427,203471.08457142857,1317.2114285714285,9626.800000000001,178000.0,176000.0,183.3,149800.0,150500.0,49.6
2006,Pocahontas,2136.108571428572,214608.7782857143,1386.0457142857147,9166.133333333333,175500.0,173500.0,166.5,151800.0,152500.0,52.1
2007,Pocahontas,2104.0,222118.0,1455.0,9153.0,190000.0,187500.0,167.1,137300.0,137500.0,51.1
2008,Pocahontas,2042.4514285714292,225998.74971428572,1524.074285714286,9587.400000000001,179000.0,176000.0,178.0,149600.0,150000.0,51.0
2009,Pocahontas,1951.4628571428573,226251.02742857143,1593.2685714285715,10469.333333333332,182500.0,181500.0,190.1,146100.0,146500.0,50.5
2010,Pocahontas,1838.2000000000003,224213.392,1662.6000000000001,11702.226666666666,178500.0,175000.0,172.6,147000.0,148500.0,46.9
2011,Pocahontas,1745.6571428571428,227917.19657142856,1732.1714285714286,12706.640000000001,187000.0,183700.0,181.2,140200.0,141000.0,50.3
2012,Pocahontas,1681.0,238701.0,1802.0,13386.0,190000.0,187700.0,165.3,140000.0,140500.0,45.9
2013,Pocahontas,1644.2285714285713,256564.80228571428,1872.0857142857142,13740.306666666667,180000.0,178000.0,163.8,132800.0,133500.0,41.1
2014,Pocahontas,1635.3428571428572,281508.6034285714,1942.4285714285716,13769.560000000001,184500.0,182900.0,174.8,140200.0,141000.0,47.8
2015,Pocahontas,1654.342857142857,313532.4034285714,2013.028571428571,13473.759999999998,186000.0,181100.0,205.5,137900.0,138500.0,58.0
2016,Pocahontas,1701.2285714285713,352636.20228571433,2083.8857142857146,12852.90666666667,185000.0,182500.0,206.8,135500.0,136000.0,60.6
2017,Pocahontas,1776.0,398820.0,2155.0,11907.0,183500.0,180800.0,190.9,142200.0,143000.0,58.2
2018,Pocahontas,1878.6571428571433,452083.7965714286,2226.3714285714286,10636.04,179500.0,175600.0,179.2,145000.0,147000.0,49.7
2019,Pocahontas,2009.2,512427.59199999995,2298.0,9040.026666666668,180500.0,177300.0,182.7,143150.0,144750.0,52.150000000000006
1997,Sioux,10677.0,758686.0,14238.0,58043.833333333416,243900.0,226900.0,140.3,185200.0,186600.0,49.0
1998,Sioux,9869.19542857143,767726.3337142857,15833.270857142857,87429.44000000003,247100.0,238300.0,162.3,182000.0,182300.0,51.7
1999,Sioux,9384.793142857143,783286.5005714283,17222.306285714283,115480.75999999998,234000.0,225500.0,172.4,187500.0,188000.0,52.9
2000,Sioux,9223.793142857143,805366.5005714284,18405.106285714282,142197.79333333333,237000.0,228000.0,150.0,185700.0,186000.0,48.9
2001,Sioux,9386.195428571427,833966.3337142856,19381.670857142853,167580.54,230000.0,220500.0,160.2,193000.0,194000.0,50.5
2002,Sioux,9872.0,869086.0,20152.0,191629.0,236000.0,215500.0,165.7,184400.0,185000.0,52.6
2003,Sioux,10681.206857142857,910725.4994285714,20716.093714285715,214343.17333333337,240000.0,214500.0,169.7,180300.0,181000.0,42.0
2004,Sioux,11813.815999999999,958884.8319999999,21073.951999999997,235723.05999999997,247000.0,230000.0,187.6,173500.0,175000.0,53.6
2005,Sioux,13173.905142857142,1011635.4445714286,21257.410285714286,255768.66,251000.0,236000.0,185.3,170300.0,171000.0,57.9
2006,Sioux,14185.940571428575,1057406.0182857146,21457.48114285715,274479.9733333333,252000.0,234500.0,162.9,165500.0,166000.0,56.3
2007,Sioux,14754.0,1094268.0,21706.0,291857.0,265000.0,240300.0,156.9,150300.0,150500.0,54.1
2008,Sioux,14878.08342857143,1122221.389714286,22002.96685714286,307899.74,252000.0,231000.0,195.0,163500.0,164000.0,54.5
2009,Sioux,14558.190857142858,1141266.1874285715,22348.381714285715,322608.1933333333,253000.0,226000.0,201.7,160600.0,161000.0,54.5
2010,Sioux,13880.735999999999,1152674.472,22783.751999999997,335867.5266666667,248000.0,229000.0,196.5,162000.0,163000.0,57.0
2011,Sioux,13364.201142857142,1164078.7165714286,23558.122285714282,346988.74,260000.0,252500.0,177.6,148700.0,149500.0,55.7
2012,Sioux,13095.0,1176751.0,24713.0,355857.0,259500.0,225500.0,143.2,151800.0,152500.0,48.2
2013,Sioux,13073.13257142857,1190691.322285714,26248.385142857143,362472.30666666664,265000.0,228000.0,194.1,146000.0,146500.0,61.2
2014,Sioux,13298.598857142857,1205899.6834285716,28164.277714285716,366834.66000000003,256000.0,215500.0,187.4,153100.0,154000.0,60.4
2015,Sioux,13771.398857142853,1222376.0834285715,30460.677714285714,368944.05999999994,258500.0,238000.0,201.9,152400.0,153000.0,64.1
2016,Sioux,14491.532571428572,1240120.5222857143,33137.58514285714,368800.50666666665,254000.0,207000.0,212.2,151900.0,152500.0,65.8
2017,Sioux,15459.0,1259133.0,36195.0,366404.0,257000.0,209000.0,220.7,154600.0,155500.0,65.2
2018,Sioux,16673.801142857148,1279413.5165714286,39632.92228571429,361754.54000000004,249000.0,210000.0,211.9,157600.0,160000.0,65.8
2019,Sioux,18135.936,1300962.072,43451.352,354852.1266666667,265000.0,200000.0,192.2,136700.0,138000.0,60.8
1997,Butler,5384.0,177576.0,1827.0,1418.5000000000023,145600.0,143100.0,137.7,126400.0,127200.0,45.2
1998,Butler,5108.8925714285715,172854.85600000003,1596.562285714286,4244.6799999999985,152500.0,150800.0,151.9,123400.0,123800.0,51.7
1999,Butler,4923.238857142856,173562.584,1441.2434285714287,6793.319999999997,142000.0,138700.0,145.9,130300.0,132000.0,45.0
2000,Butler,4827.0388571428575,179699.18400000004,1361.0434285714286,9064.420000000002,148000.0,146500.0,140.9,128900.0,129000.0,46.5
2001,Butler,4820.29257142857,191264.656,1355.9622857142858,11057.980000000003,139000.0,137200.0,157.9,133900.0,135000.0,44.6
2002,Butler,4903.0,208259.0,1426.0,12774.0,143000.0,140500.0,175.1,124300.0,125000.0,49.4
2003,Butler,5075.161142857143,230682.21600000001,1571.1565714285716,14212.480000000001,148000.0,145500.0,160.1,125400.0,126000.0,24.4
2004,Butler,5336.776,258534.304,1791.432,15373.419999999996,158500.0,156000.0,187.9,120500.0,121000.0,49.8
2005,Butler,5656.3108571428575,290463.79199999996,2068.7074285714284,16256.82,159000.0,157000.0,185.6,117900.0,118500.0,53.9
2006,Butler,5844.56342857143,318361.84800000006,2294.2697142857146,16862.68,156000.0,154200.0,176.6,119600.0,120000.0,52.0
2007,Butler,5870.0,340877.0,2450.0,17191.0,186000.0,184000.0,176.2,88300.0,88500.0,52.2
2008,Butler,5732.6205714285725,358009.248,2535.898285714286,17241.780000000002,169000.0,161500.0,175.0,104300.0,105500.0,47.5
2009,Butler,5432.425142857144,369758.592,2551.9645714285716,17015.019999999997,175000.0,174000.0,181.8,105900.0,106500.0,48.0
2010,Butler,5015.616,376192.464,2504.8720000000003,16555.18,170500.0,168500.0,180.5,109700.0,110000.0,54.5
2011,Butler,4759.406857142858,377715.456,2434.6594285714286,16129.02,180500.0,177900.0,186.7,100300.0,101000.0,55.3
2012,Butler,4710.0,374395.0,2348.0,15781.0,181000.0,174300.0,122.0,100500.0,101000.0,40.0
2013,Butler,4867.395428571429,366231.09599999996,2244.893714285714,15511.12,172500.0,171100.0,179.2,102000.0,102500.0,49.4
2014,Butler,5231.593142857143,353223.744,2125.340571428572,15319.380000000001,173500.0,170300.0,167.7,106100.0,106500.0,46.3
2015,Butler,5802.593142857142,335372.94399999996,1989.3405714285714,15205.779999999999,156500.0,153600.0,193.3,105100.0,106000.0,57.7
2016,Butler,6580.395428571429,312678.696,1836.8937142857144,15170.32,181000.0,177800.0,207.3,100100.0,101000.0,59.9
2017,Butler,7565.0,285141.0,1668.0,15213.0,162000.0,159200.0,211.4,106900.0,107500.0,55.9
2018,Butler,8756.406857142858,252759.85600000006,1482.6594285714286,15333.82,165500.0,163000.0,211.3,104200.0,105500.0,56.1
2019,Butler,10154.616,215535.26400000002,1280.8719999999998,15532.779999999999,172000.0,169700.0,209.5,93400.0,94600.0,55.0
1997,Cerro Gordo,2690.0,125840.0,470.0,10503.000000000002,143100.0,141500.0,146.0,130200.0,131000.0,44.3
1998,Cerro Gordo,2657.1999999999994,132562.17371428575,444.91999999999996,9882.400000000001,148100.0,147400.0,146.4,125400.0,125800.0,49.1
1999,Cerro Gordo,2641.2,137739.46057142856,424.48,9310.8,150000.0,148200.0,144.1,142900.0,143000.0,41.4
2000,Cerro Gordo,2642.0,141371.86057142858,408.68000000000006,8788.2,159000.0,157600.0,149.4,134400.0,134500.0,46.9
2001,Cerro Gordo,2659.6000000000004,143459.3737142857,397.5200000000001,8314.599999999999,152000.0,150200.0,146.8,143000.0,144000.0,43.9
2002,Cerro Gordo,2694.0,144002.0,391.0,7890.0,157400.0,155500.0,168.5,130500.0,131000.0,45.0
2003,Cerro Gordo,2745.2000000000007,142999.73942857143,389.12000000000006,7514.400000000001,160500.0,158500.0,161.5,129400.0,130000.0,29.1
2004,Cerro Gordo,2813.2000000000007,140452.592,391.88000000000005,7187.799999999999,172500.0,170500.0,168.2,117300.0,118000.0,44.2
2005,Cerro Gordo,2898.0,136678.12457142858,399.28000000000003,6910.2,175000.0,173000.0,184.0,114900.0,115500.0,52.1
2006,Cerro Gordo,2999.6,133581.73828571432,411.31999999999994,6681.6,177000.0,175300.0,169.1,112300.0,112500.0,49.1
2007,Cerro Gordo,3118.0,131481.0,428.0,6502.0,204000.0,201500.0,173.2,82400.0,82500.0,51.0
2008,Cerro Gordo,3253.2000000000007,130375.90971428574,449.3200000000001,6371.4,187500.0,179500.0,166.0,100100.0,101000.0,45.0
2009,Cerro Gordo,3405.2000000000007,130266.46742857143,475.2800000000002,6289.799999999999,179000.0,178500.0,169.8,102600.0,103000.0,47.0
2010,Cerro Gordo,3574.0,130969.792,505.87999999999994,6251.799999999998,181000.0,176000.0,173.0,103700.0,104000.0,51.5
2011,Cerro Gordo,3759.6000000000004,131388.59657142858,541.1200000000001,6225.0,185500.0,183900.0,169.3,96000.0,96600.0,47.7
2012,Cerro Gordo,3962.0,131340.0,581.0,6204.0,182500.0,177300.0,124.8,98500.0,99000.0,42.5
2013,Cerro Gordo,4181.2,130824.00228571426,625.5200000000001,6188.8,141500.0,130300.0,163.1,88100.0,88700.0,40.3
2014,Cerro Gordo,4417.2,129840.60342857143,674.6800000000001,6179.400000000001,184000.0,181800.0,168.3,97000.0,97400.0,50.2
2015,Cerro Gordo,4670.0,128389.80342857144,728.4799999999998,6175.799999999999,163500.0,160400.0,196.9,113900.0,114500.0,58.9
2016,Cerro Gordo,4939.5999999999985,126471.6022857143,786.9200000000001,6178.0,177500.0,174200.0,193.6,97400.0,98000.0,58.6
2017,Cerro Gordo,5226.0,124086.0,850.0,6186.0,163500.0,162500.0,208.9,113400.0,114000.0,55.2
2018,Cerro Gordo,5529.200000000001,121232.99657142858,917.7199999999998,6199.8,162500.0,160300.0,184.4,114200.0,115500.0,51.7
2019,Cerro Gordo,5849.200000000001,117912.592,990.0800000000002,6219.400000000001,173000.0,169300.0,191.8,102200.0,103000.0,52.7
1997,Floyd,4275.0,104533.0,994.0,4383.333333333329,140400.0,137500.0,141.4,118000.0,118200.0,44.4
1998,Floyd,4028.312000000001,116577.72571428574,1024.3062857142859,6261.919999999996,141500.0,139700.0,163.7,118600.0,118900.0,52.2
1999,Floyd,3817.1679999999997,127049.58857142855,1041.8594285714285,8031.279999999991,136000.0,130500.0,152.4,119900.0,120000.0,43.2
2000,Floyd,3641.5679999999998,135948.58857142858,1046.6594285714284,9691.413333333332,136000.0,132600.0,142.5,117600.0,118000.0,47.4
2001,Floyd,3501.5119999999997,143274.72571428568,1038.7062857142857,11242.32,128000.0,124700.0,149.1,122000.0,123000.0,42.3
2002,Floyd,3397.0,149028.0,1018.0,12684.0,129400.0,126000.0,172.2,115700.0,116000.0,47.8
2003,Floyd,3328.032,153208.41142857142,984.5405714285714,14016.453333333335,133000.0,128000.0,153.1,115500.0,116000.0,26.2
2004,Floyd,3294.608,155815.96,938.328,15239.68,137000.0,133000.0,177.4,112300.0,113000.0,45.4
2005,Floyd,3291.024,156992.14857142858,884.8754285714285,16353.680000000004,140000.0,136000.0,184.2,110900.0,111500.0,53.4
2006,Floyd,3283.056000000001,157585.9942857143,857.2617142857143,17358.45333333334,137000.0,132700.0,165.0,111600.0,112000.0,49.9
2007,Floyd,3265.0,157739.0,861.0,18254.0,160500.0,156600.0,170.1,88400.0,88500.0,52.2
2008,Floyd,3236.8560000000007,157451.16571428574,896.0902857142858,19040.320000000007,147000.0,141000.0,171.0,102700.0,103000.0,44.5
2009,Floyd,3198.6240000000003,156722.49142857143,962.5325714285714,19717.413333333338,145500.0,143000.0,174.0,101700.0,102000.0,48.0
2010,Floyd,3157.3280000000004,156006.72,1056.008,20279.626666666667,148000.0,145500.0,177.8,99800.0,100000.0,53.0
2011,Floyd,3155.1120000000005,158026.30857142858,1150.6034285714286,20693.040000000005,150500.0,147600.0,181.1,93900.0,94500.0,52.5
2012,Floyd,3199.0,163235.0,1242.0,20952.0,152000.0,146400.0,123.2,91800.0,92300.0,41.1
2013,Floyd,3288.992,171632.79428571428,1330.1977142857143,21056.506666666668,128500.0,123800.0,170.0,89500.0,89800.0,46.9
2014,Floyd,3425.0880000000006,183219.69142857144,1415.1965714285716,21006.560000000005,150000.0,143900.0,162.8,95200.0,95600.0,47.6
2015,Floyd,3607.288,197995.69142857142,1496.9965714285713,20802.16,139500.0,135300.0,196.5,106500.0,107000.0,58.0
2016,Floyd,3835.5920000000006,215960.7942857143,1575.5977142857143,20443.306666666667,150500.0,144800.0,196.3,94400.0,95100.0,57.5
2017,Floyd,4110.0,237115.0,1651.0,19930.0,140500.0,137400.0,203.4,106800.0,107500.0,54.1
2018,Floyd,4430.512,261458.30857142858,1723.2034285714287,19262.239999999998,141000.0,136200.0,184.4,95900.0,96700.0,49.8
2019,Floyd,4797.128000000001,288990.72,1792.208,18440.026666666665,144000.0,137900.0,202.9,89500.0,90200.0,54.3
1997,Franklin,4215.0,196342.0,436.0,618.1666666666642,164000.0,161800.0,135.5,143000.0,146900.0,41.8
1998,Franklin,4114.799999999999,206529.36342857147,371.84,3699.1999999999953,165600.0,163900.0,146.6,146200.0,146600.0,50.6
1999,Franklin,4036.3999999999996,225287.54514285713,322.36,6421.399999999992,166000.0,162000.0,149.3,144800.0,147000.0,43.7
2000,Franklin,3979.8000000000006,252616.54514285715,287.56,8784.766666666663,169000.0,166600.0,146.1,147700.0,148000.0,45.0
2001,Franklin,3945.0000000000005,288516.36342857144,267.44000000000005,10789.300000000001,164000.0,161500.0,153.3,152000.0,153000.0,43.3
2002,Franklin,3932.0,332987.0,262.0,12435.0,166800.0,164000.0,171.3,143600.0,144000.0,47.5
2003,Franklin,3940.8,386028.4548571429,271.24,13721.866666666669,172000.0,169000.0,168.6,140300.0,141000.0,31.7
2004,Franklin,3971.4000000000005,447640.72800000006,295.16,14649.9,180000.0,177500.0,190.5,133500.0,134000.0,47.5
2005,Franklin,4023.7999999999997,514458.4411428572,333.76,15219.100000000004,188000.0,185000.0,185.2,123900.0,124500.0,51.5
2006,Franklin,4098.0,566289.3245714287,387.03999999999996,15429.466666666669,186500.0,184600.0,177.6,123600.0,124000.0,52.5
2007,Franklin,4194.0,599768.0,455.0,15281.0,219500.0,217500.0,176.6,93400.0,93500.0,50.7
2008,Franklin,4311.8,614894.4674285717,537.6400000000001,14773.700000000003,211000.0,200000.0,167.0,105300.0,106000.0,45.0
2009,Franklin,4451.4000000000015,611668.726857143,634.9600000000002,13907.566666666668,205000.0,203500.0,167.0,109600.0,110000.0,49.5
2010,Franklin,4612.799999999999,592395.368,746.9599999999999,12740.993333333334,199500.0,198000.0,168.0,114500.0,115000.0,50.3
2011,Franklin,4796.000000000002,570901.9291428572,873.6400000000001,11624.34,210000.0,208500.0,189.7,106300.0,107000.0,52.4
2012,Franklin,5001.0,549493.0,1015.0,10616.0,216500.0,213000.0,150.0,98200.0,98700.0,44.5
2013,Franklin,5227.799999999999,528168.5805714285,1171.04,9715.973333333335,195500.0,192100.0,179.6,101100.0,101500.0,46.0
2014,Franklin,5476.4,506928.6708571429,1341.76,8924.26,208000.0,205000.0,165.8,108400.0,109000.0,47.4
2015,Franklin,5746.800000000001,485773.2708571428,1527.1599999999999,8240.86,198500.0,194500.0,200.2,115900.0,116500.0,57.8
2016,Franklin,6039.0,464702.38057142857,1727.24,7665.7733333333335,214000.0,212000.0,204.8,97600.0,98100.0,60.5
2017,Franklin,6353.0,443716.0,1942.0,7199.0,201000.0,199500.0,206.1,113300.0,114000.0,57.0
2018,Franklin,6688.799999999999,422814.1291428573,2171.44,6840.540000000001,203000.0,193800.0,204.3,108100.0,109500.0,58.5
2019,Franklin,7046.4000000000015,401996.76800000004,2415.5600000000004,6590.393333333334,207500.0,205000.0,202.7,98500.0,99300.0,54.1
1997,Hancock,2807.0,175177.0,355.0,4610.666666666669,170300.0,168500.0,144.4,138300.0,139100.0,42.7
1998,Hancock,2481.3115789473686,174845.10742857144,357.87368421052633,5113.120000000001,172300.0,171300.0,142.9,135400.0,135700.0,48.2
1999,Hancock,2270.8673684210526,177226.56114285713,353.4105263157894,5607.479999999997,165000.0,163400.0,150.6,139900.0,140000.0,42.9
2000,Hancock,2175.6673684210527,182321.36114285717,341.6105263157895,6093.746666666668,168000.0,166700.0,154.5,138900.0,139000.0,47.5
2001,Hancock,2195.7115789473683,190129.5074285714,322.47368421052624,6571.92,161000.0,159100.0,145.0,145900.0,147000.0,42.1
2002,Hancock,2331.0,200651.0,296.0,7042.0,161000.0,159000.0,167.9,137200.0,138000.0,49.5
2003,Hancock,2581.5326315789475,213885.83885714287,262.1894736842105,7503.986666666667,164000.0,162000.0,169.1,136400.0,137000.0,34.0
2004,Hancock,2947.3094736842104,229834.02400000003,221.04210526315785,7957.879999999999,174000.0,172000.0,176.5,129300.0,130000.0,43.4
2005,Hancock,3403.4463157894734,248143.72914285716,174.41473684210524,8403.68,174000.0,172000.0,182.3,127900.0,128500.0,53.7
2006,Hancock,3800.6378947368416,266703.99657142867,133.44842105263157,8841.386666666665,176500.0,174600.0,175.9,124300.0,124500.0,50.2
2007,Hancock,4114.0,285163.0,100.0,9271.0,204500.0,202500.0,178.6,97400.0,97500.0,53.0
2008,Hancock,4343.532631578948,303520.73942857154,74.06947368421051,9692.52,193000.0,185000.0,171.0,111500.0,112000.0,50.0
2009,Hancock,4489.235789473683,321777.2148571429,55.65684210526316,10105.946666666667,196000.0,195500.0,178.5,115500.0,116000.0,50.0
2010,Hancock,4551.109473684211,339717.624,44.7621052631579,10482.373333333333,190000.0,185500.0,176.9,120500.0,121000.0,51.2
2011,Hancock,4529.153684210526,356053.1531428572,41.385263157894734,10648.36,203500.0,200500.0,179.8,107200.0,108000.0,50.3
2012,Hancock,4423.368421052632,370569.0,45.52631578947368,10575.0,206000.0,200500.0,143.3,104400.0,105000.0,41.4
2013,Hancock,4233.753684210526,383265.16457142856,57.18526315789475,10262.293333333335,182500.0,177500.0,169.9,100000.0,100500.0,45.7
2014,Hancock,3960.3094736842104,394141.6468571429,76.3621052631579,9710.240000000002,200500.0,193400.0,173.9,105500.0,106000.0,47.6
2015,Hancock,3603.035789473684,403198.44685714284,103.05684210526317,8918.84,190500.0,187000.0,201.2,113600.0,114500.0,59.6
2016,Hancock,3161.932631578947,410435.5645714286,137.26947368421054,7888.093333333334,200500.0,198100.0,200.3,99900.0,101000.0,62.4
